timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1777238777280,5,POST /restaurants/{id}/reviews,401,Unauthorized,Week4 Load Group 1-14,text,false,Test failed: code expected to contain /202/,227,292,1,1,http://localhost:8001/restaurants/1/reviews,5,0,1
1777238777520,9,POST /auth/user/login,401,Unauthorized,Week4 Load Group 1-15,text,false,Test failed: code expected to contain /200/,192,258,1,1,http://localhost:8003/auth/user/login,9,0,2
1777238777530,16,GET /restaurants (search),200,OK,Week4 Load Group 1-15,text,true,,1409,150,1,1,http://localhost:8004/restaurants?search=pizza&city=San+Jose,16,0,1
1777238777547,5,POST /restaurants/{id}/reviews,401,Unauthorized,Week4 Load Group 1-15,text,false,Test failed: code expected to contain /202/,227,292,1,1,http://localhost:8001/restaurants/1/reviews,5,0,1
1777238777553,6,POST /auth/user/login,401,Unauthorized,Week4 Load Group 1-15,text,false,Test failed: code expected to contain /200/,192,258,1,1,http://localhost:8003/auth/user/login,5,0,1
1777238777559,11,GET /restaurants (search),200,OK,Week4 Load Group 1-15,text,true,,1409,150,1,1,http://localhost:8004/restaurants?search=pizza&city=San+Jose,11,0,1
1777238777571,5,POST /restaurants/{id}/reviews,401,Unauthorized,Week4 Load Group 1-15,text,false,Test failed: code expected to contain /202/,227,292,1,1,http://localhost:8001/restaurants/1/reviews,5,0,0
1777238777818,8,POST /auth/user/login,401,Unauthorized,Week4 Load Group 1-16,text,false,Test failed: code expected to contain /200/,192,258,1,1,http://localhost:8003/auth/user/login,8,0,1
1777238777827,17,GET /restaurants (search),200,OK,Week4 Load Group 1-16,text,true,,1409,150,1,1,http://localhost:8004/restaurants?search=pizza&city=San+Jose,17,0,1
1777238777845,3,POST /restaurants/{id}/reviews,401,Unauthorized,Week4 Load Group 1-16,text,false,Test failed: code expected to contain /202/,227,292,1,1,http://localhost:8001/restaurants/1/reviews,3,0,0
1777238777849,4,POST /auth/user/login,401,Unauthorized,Week4 Load Group 1-16,text,false,Test failed: code expected to contain /200/,192,258,1,1,http://localhost:8003/auth/user/login,4,0,0
1777238777853,13,GET /restaurants (search),200,OK,Week4 Load Group 1-16,text,true,,1409,150,1,1,http://localhost:8004/restaurants?search=pizza&city=San+Jose,13,0,1
1777238777866,4,POST /restaurants/{id}/reviews,401,Unauthorized,Week4 Load Group 1-16,text,false,Test failed: code expected to contain /202/,227,292,1,1,http://localhost:8001/restaurants/1/reviews,4,0,2
1777238778118,4,POST /auth/user/login,401,Unauthorized,Week4 Load Group 1-17,text,false,Test failed: code expected to contain /200/,192,258,1,1,http://localhost:8003/auth/user/login,4,0,1
1777238778124,10,GET /restaurants (search),200,OK,Week4 Load Group 1-17,text,true,,1409,150,1,1,http://localhost:8004/restaurants?search=pizza&city=San+Jose,9,0,1
1777238778134,3,POST /restaurants/{id}/reviews,401,Unauthorized,Week4 Load Group 1-17,text,false,Test failed: code expected to contain /202/,227,292,1,1,http://localhost:8001/restaurants/1/reviews,3,0,1
1777238778137,8,POST /auth/user/login,401,Unauthorized,Week4 Load Group 1-17,text,false,Test failed: code expected to contain /200/,192,258,1,1,http://localhost:8003/auth/user/login,8,0,1
1777238778145,9,GET /restaurants (search),200,OK,Week4 Load Group 1-17,text,true,,1409,150,1,1,http://localhost:8004/restaurants?search=pizza&city=San+Jose,9,0,1
1777238778154,6,POST /restaurants/{id}/reviews,401,Unauthorized,Week4 Load Group 1-17,text,false,Test failed: code expected to contain /202/,227,292,1,1,http://localhost:8001/restaurants/1/reviews,6,0,1
