timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1777239474556,2162,POST /auth/user/login,200,OK,Week4 Load Group 1-28,text,true,,401,265,6,6,http://localhost:8003/auth/user/login,2162,0,1
1777239474106,2619,POST /auth/user/login,200,OK,Week4 Load Group 1-27,text,true,,401,265,6,6,http://localhost:8003/auth/user/login,2619,0,3
1777239476721,44,GET /restaurants (search),200,OK,Week4 Load Group 1-28,text,true,,1409,150,6,6,http://localhost:8004/restaurants?search=pizza&city=San+Jose,44,0,2
1777239476726,43,GET /restaurants (search),200,OK,Week4 Load Group 1-27,text,true,,1409,150,6,6,http://localhost:8004/restaurants?search=pizza&city=San+Jose,43,0,1
1777239476771,37,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-27,text,true,,279,489,7,7,http://localhost:8001/restaurants/2/reviews,37,0,1
1777239476766,42,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-28,text,true,,279,489,7,7,http://localhost:8001/restaurants/2/reviews,42,0,2
1777239475013,1820,POST /auth/user/login,200,OK,Week4 Load Group 1-29,text,true,,401,265,5,5,http://localhost:8003/auth/user/login,1820,0,2
1777239476835,41,GET /restaurants (search),200,OK,Week4 Load Group 1-29,text,true,,1409,150,5,5,http://localhost:8004/restaurants?search=pizza&city=San+Jose,41,0,1
1777239476877,21,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-29,text,true,,279,489,5,5,http://localhost:8001/restaurants/2/reviews,21,0,0
1777239475905,1151,POST /auth/user/login,200,OK,Week4 Load Group 1-31,text,true,,401,265,4,4,http://localhost:8003/auth/user/login,1151,0,27
1777239477058,23,GET /restaurants (search),200,OK,Week4 Load Group 1-31,text,true,,1409,150,4,4,http://localhost:8004/restaurants?search=pizza&city=San+Jose,23,0,1
1777239475455,1665,POST /auth/user/login,200,OK,Week4 Load Group 1-30,text,true,,401,265,4,4,http://localhost:8003/auth/user/login,1664,0,1
1777239477082,42,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-31,text,true,,279,489,4,4,http://localhost:8001/restaurants/2/reviews,42,0,1
1777239477122,37,GET /restaurants (search),200,OK,Week4 Load Group 1-30,text,true,,1409,150,3,3,http://localhost:8004/restaurants?search=pizza&city=San+Jose,37,0,1
1777239477160,22,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-30,text,true,,279,489,3,3,http://localhost:8001/restaurants/2/reviews,22,0,0
1777239476357,840,POST /auth/user/login,200,OK,Week4 Load Group 1-32,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,840,0,1
1777239477198,25,GET /restaurants (search),200,OK,Week4 Load Group 1-32,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,25,0,1
1777239477224,15,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-32,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,15,0,1
1777239476804,648,POST /auth/user/login,200,OK,Week4 Load Group 1-33,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,647,0,1
1777239477453,57,GET /restaurants (search),200,OK,Week4 Load Group 1-33,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,57,0,1
1777239477512,57,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-33,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,57,0,1
1777239477266,1044,POST /auth/user/login,200,OK,Week4 Load Group 1-34,text,true,,401,265,3,3,http://localhost:8003/auth/user/login,1044,0,1
1777239478312,53,GET /restaurants (search),200,OK,Week4 Load Group 1-34,text,true,,1409,150,3,3,http://localhost:8004/restaurants?search=pizza&city=San+Jose,53,0,1
1777239478367,208,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-34,text,true,,279,489,3,3,http://localhost:8001/restaurants/2/reviews,208,0,1
1777239477710,1357,POST /auth/user/login,200,OK,Week4 Load Group 1-35,text,true,,401,265,4,4,http://localhost:8003/auth/user/login,1357,0,1
1777239479070,53,GET /restaurants (search),200,OK,Week4 Load Group 1-35,text,true,,1409,150,4,4,http://localhost:8004/restaurants?search=pizza&city=San+Jose,53,0,3
1777239479125,138,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-35,text,true,,279,489,4,4,http://localhost:8001/restaurants/2/reviews,138,0,6
1777239478168,1314,POST /auth/user/login,200,OK,Week4 Load Group 1-36,text,true,,401,265,3,3,http://localhost:8003/auth/user/login,1314,0,2
1777239479484,49,GET /restaurants (search),200,OK,Week4 Load Group 1-36,text,true,,1409,150,4,4,http://localhost:8004/restaurants?search=pizza&city=San+Jose,49,0,1
1777239479534,74,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-36,text,true,,279,489,4,4,http://localhost:8001/restaurants/2/reviews,74,0,1
1777239478607,1109,POST /auth/user/login,200,OK,Week4 Load Group 1-37,text,true,,401,265,3,3,http://localhost:8003/auth/user/login,1109,0,1
1777239479717,68,GET /restaurants (search),200,OK,Week4 Load Group 1-37,text,true,,1409,150,3,3,http://localhost:8004/restaurants?search=pizza&city=San+Jose,68,0,1
1777239479787,70,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-37,text,true,,279,489,3,3,http://localhost:8001/restaurants/2/reviews,70,0,2
1777239479057,843,POST /auth/user/login,200,OK,Week4 Load Group 1-38,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,843,0,1
1777239479902,80,GET /restaurants (search),200,OK,Week4 Load Group 1-38,text,true,,1409,150,3,3,http://localhost:8004/restaurants?search=pizza&city=San+Jose,79,0,5
1777239479983,68,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-38,text,true,,279,489,3,3,http://localhost:8001/restaurants/2/reviews,68,0,0
1777239479502,1014,POST /auth/user/login,200,OK,Week4 Load Group 1-39,text,true,,401,265,3,3,http://localhost:8003/auth/user/login,1013,0,2
1777239480517,99,GET /restaurants (search),200,OK,Week4 Load Group 1-39,text,true,,1409,150,3,3,http://localhost:8004/restaurants?search=pizza&city=San+Jose,99,0,1
1777239480617,26,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-39,text,true,,279,489,3,3,http://localhost:8001/restaurants/2/reviews,26,0,1
1777239479954,963,POST /auth/user/login,200,OK,Week4 Load Group 1-40,text,true,,401,265,3,3,http://localhost:8003/auth/user/login,963,0,1
1777239480919,35,GET /restaurants (search),200,OK,Week4 Load Group 1-40,text,true,,1409,150,3,3,http://localhost:8004/restaurants?search=pizza&city=San+Jose,34,0,1
1777239480955,75,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-40,text,true,,279,489,3,3,http://localhost:8001/restaurants/2/reviews,75,0,2
1777239480405,797,POST /auth/user/login,200,OK,Week4 Load Group 1-41,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,796,0,5
1777239481202,66,GET /restaurants (search),200,OK,Week4 Load Group 1-41,text,true,,1409,150,2,2,http://localhost:8004/restaurants?search=pizza&city=San+Jose,66,0,1
1777239481269,18,POST /restaurants/{id}/reviews,202,Accepted,Week4 Load Group 1-41,text,true,,279,489,2,2,http://localhost:8001/restaurants/2/reviews,18,0,1
1777239480854,625,POST /auth/user/login,200,OK,Week4 Load Group 1-42,text,true,,401,265,2,2,http://localhost:8003/auth/user/login,625,0,2
